loc_rowid,pl_name,pl_pnum,pl_orbper,st_dist,st_teff,pl_masse,pl_rade,pl_publ_date
3267,Kepler-651 b,1,21.38521506,537.00,5522.00,,2.370,
3268,Kepler-652 b,1,4.18200253,423.00,5490.00,,2.490,
3269,Kepler-653 b,2,14.70748976,593.00,5665.00,,1.950,
3270,Kepler-653 c,2,0.90037648,593.00,5665.00,,0.780,
3271,Kepler-654 b,1,13.72465129,661.00,5865.00,,2.070,
3272,Kepler-655 b,1,46.40633580,783.00,6170.00,,2.710,
3273,Kepler-656 b,1,1.26025909,867.00,5281.00,,3.120,
3274,Kepler-657 b,1,24.54350418,1244.00,5808.00,,3.520,
3275,Kepler-658 b,1,1.28707676,341.00,4103.00,,1.630,
3276,Kepler-659 b,1,17.67179600,688.00,4870.00,,2.500,
3277,Kepler-66 b,1,17.81581500,1107.00,5962.00,,2.800,2013-07
3278,Kepler-660 b,1,9.27358194,564.00,4779.00,,2.570,
3279,Kepler-661 b,1,6.02930132,558.00,4483.00,,3.070,
3280,Kepler-662 b,1,21.67697486,641.00,4897.00,,2.180,
3281,Kepler-663 b,1,4.99678284,1030.00,5264.00,,2.600,
3282,Kepler-664 b,1,2.52559332,1386.00,5754.00,,2.660,
3283,Kepler-665 b,1,16.01310205,651.00,4913.00,,2.600,
3284,Kepler-666 b,1,4.49876092,1330.00,5887.00,,2.400,
3285,Kepler-667 b,1,41.43962808,907.00,5327.00,,4.730,
3286,Kepler-668 b,1,8.35390639,877.00,5352.00,,2.700,
3287,Kepler-669 b,1,4.12554687,1778.00,6038.00,,4.830,
3288,Kepler-67 b,1,15.72590000,1107.00,5331.00,,2.940,2013-07
3289,Kepler-670 b,1,2.81650485,980.00,5709.00,,13.180,
3290,Kepler-671 b,1,4.28095859,1139.00,5624.00,,2.690,
3291,Kepler-672 b,1,38.37746230,1011.00,5627.00,,2.500,
3292,Kepler-673 b,1,3.72873109,978.00,5355.00,,6.540,
3293,Kepler-674 b,1,2.24338185,302.00,4192.00,,1.690,
3294,Kepler-675 b,1,2.33743801,651.00,4945.00,,2.440,
3295,Kepler-676 b,1,11.59822172,243.00,3701.00,,3.040,
3296,Kepler-677 b,1,6.57531678,1180.00,5723.00,,5.380,
3297,Kepler-678 b,1,7.27503724,875.00,5520.00,,5.140,
3298,Kepler-679 b,1,12.39358604,968.00,5403.00,,3.010,
3299,Kepler-68 b,3,5.39880000,144.77,5793.00,7.65000,,2013-03
3300,Kepler-68 c,3,9.60510000,144.77,5793.00,2.04000,,2013-03
3301,Kepler-68 d,3,634.60000000,144.77,5793.00,,,2013-03
3302,Kepler-680 b,1,3.68992629,1342.00,5890.00,,2.420,
3303,Kepler-681 b,1,26.39435646,666.00,5021.00,,3.080,
3304,Kepler-682 b,1,12.61190667,951.00,5559.00,,7.370,
3305,Kepler-683 b,1,2.53918318,976.00,5703.00,,1.970,
3306,Kepler-684 b,1,6.77030201,1066.00,5493.00,,3.360,
3307,Kepler-685 b,1,1.62552220,1145.00,5963.00,,10.580,
3308,Kepler-686 b,1,1.59474546,1203.00,5649.00,,12.150,
3309,Kepler-687 b,1,20.50586978,628.00,4841.00,,3.520,
3310,Kepler-688 b,1,3.89593684,1247.00,5715.00,,9.760,
3311,Kepler-689 b,1,22.36656079,1044.00,5518.00,,2.890,
3312,Kepler-69 b,2,13.72234100,746.33,5638.00,,2.240,2013-05
3313,Kepler-69 c,2,242.46130000,746.33,5638.00,,1.710,2013-05
3314,Kepler-690 b,1,7.74809437,1653.00,5913.00,,5.950,
3315,Kepler-691 b,1,8.11437900,239.00,3715.00,,2.090,
3316,Kepler-692 b,1,21.81293494,1000.00,5440.00,,3.110,
3317,Kepler-693 b,1,15.37563332,1002.00,4881.00,,10.180,
3318,Kepler-694 b,1,6.36584161,1023.00,5700.00,,2.800,
3319,Kepler-695 b,1,3.04033042,620.00,5181.00,,9.210,
3320,Kepler-696 b,1,4.19042557,1285.00,5903.00,,6.140,
3321,Kepler-697 b,1,3.70987065,1091.00,5513.00,,4.130,
3322,Kepler-698 b,1,16.32976218,1135.00,5612.00,,3.680,
3323,Kepler-699 b,1,27.80756293,888.00,5330.00,,14.110,
3324,Kepler-7 b,1,4.88548920,947.46,5933.00,140.16303,18.181,2010-04
3325,Kepler-700 b,1,80.87206390,1061.00,5692.00,,5.990,
3326,Kepler-701 b,1,10.35533177,755.00,5343.00,,2.840,
3327,Kepler-702 b,1,10.52629406,892.00,5419.00,,9.170,
3328,Kepler-703 b,1,4.58352176,1482.00,6185.00,,8.200,
3329,Kepler-704 b,1,3.76182115,1054.00,5616.00,,2.610,
3330,Kepler-705 b,1,56.05605380,251.00,3722.00,,2.110,
3331,Kepler-706 b,1,41.40831347,810.00,5394.00,,13.170,
3332,Kepler-707 b,1,2.23749275,626.00,5099.00,,1.330,
3333,Kepler-708 b,1,3.16789194,1241.00,5692.00,,2.930,
3334,Kepler-709 b,1,16.08524954,668.00,5071.00,,2.920,
3335,Kepler-710 b,1,4.34728553,919.00,5611.00,,1.880,
3336,Kepler-711 b,1,23.58914398,664.00,5222.00,,3.410,
3337,Kepler-712 b,2,21.02247699,944.00,5148.00,,3.410,
3338,Kepler-712 c,2,226.89047000,944.00,5148.00,,4.850,
3339,Kepler-713 b,1,7.41114100,1003.00,5785.00,,2.480,
3340,Kepler-714 b,1,8.09888799,1460.00,5995.00,,9.670,
3341,Kepler-715 b,1,10.00652995,1214.00,5871.00,,3.750,
3342,Kepler-716 b,1,10.37168453,675.00,5099.00,,2.900,
3343,Kepler-717 b,1,4.40840023,1126.00,5485.00,,2.420,
3344,Kepler-718 b,1,2.05234990,1520.00,6191.00,,16.560,
3345,Kepler-719 b,1,5.00731778,1427.00,5777.00,,8.520,
3346,Kepler-720 b,1,4.70832654,880.00,5618.00,,8.410,
3347,Kepler-721 b,1,5.39202539,848.00,5075.00,,2.640,
3348,Kepler-722 b,2,4.09357325,1375.00,5863.00,,2.630,
3349,Kepler-722 c,2,105.14474900,1375.00,5863.00,,2.820,
3350,Kepler-723 b,1,4.08227507,965.00,5539.00,,12.190,
3351,Kepler-724 b,1,3.31494634,862.00,5437.00,,3.290,
3352,Kepler-725 b,1,39.64317811,778.00,5363.00,,10.630,
3353,Kepler-726 b,1,21.80451088,838.00,5452.00,,3.260,
3354,Kepler-727 b,1,5.15448442,892.00,5441.00,,2.530,
3355,Kepler-728 b,1,5.74347727,1236.00,5660.00,,3.340,
3356,Kepler-729 b,1,3.16635371,1271.00,5633.00,,3.580,
3357,Kepler-730 b,2,6.49168281,2020.20,5620.00,,12.330,
3358,Kepler-730 c,2,2.85188338,2020.20,5620.00,,1.569,
3359,Kepler-731 b,1,3.85560355,1311.00,5849.00,,13.880,
3360,Kepler-732 b,2,9.46781405,150.00,3631.00,,2.180,
3361,Kepler-732 c,2,0.89304124,150.00,3631.00,,1.270,
3362,Kepler-733 b,1,20.83424726,980.00,5418.00,,2.820,
3363,Kepler-734 b,1,6.10485286,553.00,5326.00,,3.560,
3364,Kepler-735 b,1,11.51516988,790.00,5107.00,,2.950,
3365,Kepler-736 b,1,3.60147201,1007.00,5217.00,,2.930,
3366,Kepler-737 b,1,28.59915399,195.00,3813.00,,1.960,
3367,Kepler-738 b,1,24.58721573,992.00,5327.00,,2.500,
3368,Kepler-739 b,1,12.53248465,1128.00,5601.00,,3.320,
3369,Kepler-74 b,1,7.34071100,1218.33,6000.00,200.22000,10.760,2013-06
3370,Kepler-740 b,1,3.58410122,1262.00,5438.00,,4.570,
3371,Kepler-741 b,1,7.03902374,1530.00,6129.00,,2.970,
3372,Kepler-742 b,1,8.36086824,499.00,4642.00,,3.240,
3373,Kepler-743 b,1,3.17926292,258.00,5486.00,,1.210,
3374,Kepler-744 b,1,12.06222443,486.00,5594.00,,1.620,
3375,Kepler-745 b,1,9.93143556,1199.00,5849.00,,2.160,
3376,Kepler-746 b,1,3.48159251,450.00,5418.00,,1.110,
3377,Kepler-747 b,1,35.61760587,855.00,5096.00,,5.270,
3378,Kepler-748 b,1,7.40742793,1271.00,5934.00,,2.520,
3379,Kepler-749 b,1,17.31716585,753.00,5009.00,,3.100,
3380,Kepler-75 b,1,8.88491160,855.50,5200.00,3209.90000,11.770,2013-06
3381,Kepler-750 b,2,9.42887179,1181.00,6160.00,,3.070,
3382,Kepler-750 c,2,4.08899022,1181.00,6160.00,,1.620,
3383,Kepler-751 b,1,17.44490636,748.00,5387.00,,2.460,
3384,Kepler-752 b,1,18.82747265,1075.00,5373.00,,2.810,
3385,Kepler-753 b,1,5.74772501,278.00,4346.00,,1.910,
3386,Kepler-754 b,1,14.55962370,1192.00,5935.00,,2.010,
3387,Kepler-755 b,2,1.26909037,368.00,5043.00,,1.760,
3388,Kepler-755 c,2,2.85313364,368.00,5043.00,,1.260,
3389,Kepler-756 b,1,1.22486632,852.00,5282.00,,1.120,
3390,Kepler-757 b,1,1.02267882,1016.00,6014.00,,1.360,
3391,Kepler-758 b,4,12.10971040,1353.00,6228.00,,2.480,
3392,Kepler-758 c,4,4.75793986,1353.00,6228.00,,1.690,
3393,Kepler-758 d,4,20.49661970,1353.00,6228.00,,2.120,
3394,Kepler-758 e,4,8.19347190,1353.00,6228.00,,1.530,
3395,Kepler-759 b,1,41.80598500,892.00,5860.00,,2.270,
3396,Kepler-76 b,1,1.54492980,842.87,6409.00,638.83830,15.244,2013-07
3397,Kepler-760 b,2,8.70419416,782.00,5322.00,,3.060,
3398,Kepler-760 c,2,2.46697439,782.00,5322.00,,1.480,
3399,Kepler-761 b,1,10.12804789,867.00,5706.00,,2.030,
3400,Kepler-762 b,1,3.77055210,1465.00,5944.00,,12.680,
3401,Kepler-763 b,1,1.19655156,902.00,5166.00,,1.220,
3402,Kepler-764 b,1,7.33683936,1013.00,5557.00,,1.640,
3403,Kepler-765 b,1,27.66552260,1000.00,5901.00,,2.430,
3404,Kepler-766 b,1,6.10027804,1614.00,5992.00,,3.390,
3405,Kepler-767 b,1,161.52801010,1185.00,5694.00,,6.640,
3406,Kepler-768 b,1,11.39100250,795.00,5108.00,,1.790,
3407,Kepler-769 b,2,7.42608998,1362.00,6186.00,,2.920,
3408,Kepler-769 c,2,15.98701740,1362.00,6186.00,,1.790,
3409,Kepler-77 b,1,3.57878087,570.00,5520.00,136.66100,10.761,2013-09
3410,Kepler-770 b,3,18.92540274,761.00,5598.00,,2.300,
3411,Kepler-770 c,3,1.47532231,761.00,5598.00,,1.200,
3412,Kepler-770 d,3,4.15244722,761.00,5598.00,,1.400,
3413,Kepler-771 b,1,8.73485836,1000.00,5906.00,,1.820,
3414,Kepler-772 b,1,12.99207337,689.00,5714.00,,1.820,
3415,Kepler-773 b,1,3.74910006,528.00,5850.00,,1.430,
3416,Kepler-774 b,1,11.08957230,1190.00,6403.00,,3.170,
3417,Kepler-775 b,1,0.97486893,400.00,5468.00,,1.190,
3418,Kepler-776 b,1,4.89718784,727.00,5071.00,,1.280,
3419,Kepler-777 b,1,5.72812599,383.00,4043.00,,1.470,
3420,Kepler-778 b,1,3.75574426,899.00,5102.00,,1.680,
3421,Kepler-779 b,1,7.09714223,224.00,3804.00,,0.920,
3422,Kepler-78 b,1,0.35500744,124.82,5089.00,3.17830,1.121,2013-09
3423,Kepler-780 b,1,0.67737516,520.00,5769.00,,0.890,
3424,Kepler-781 b,1,13.21407320,1036.00,5162.00,,2.890,
3425,Kepler-782 b,1,158.68533080,412.00,5867.00,,3.210,
3426,Kepler-783 b,1,4.29264638,544.00,5521.00,,0.780,
